"","state","state.fips","county","county.code","commodity","data.item","domain.category","value"
"South_Dakota.6005","SOUTH DAKOTA",46,"YANKTON",135,"HOGS","HOGS - OPERATIONS WITH INVENTORY","","14"
"South_Dakota.6006","SOUTH DAKOTA",46,"YANKTON",135,"HOGS","HOGS - INVENTORY","","15,405"
"South_Dakota.6007","SOUTH DAKOTA",46,"YANKTON",135,"HOGS","HOGS - OPERATIONS WITH SALES","","12"
"South_Dakota.6008","SOUTH DAKOTA",46,"YANKTON",135,"HOGS","HOGS - SALES, MEASURED IN HEAD","","44,277"
"South_Dakota.6009","SOUTH DAKOTA",46,"YANKTON",135,"SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","","13"
"South_Dakota.6010","SOUTH DAKOTA",46,"YANKTON",135,"SHEEP","SHEEP, INCL LAMBS - INVENTORY","","1,089"
"South_Dakota.6011","SOUTH DAKOTA",46,"YANKTON",135,"CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","","42"
"South_Dakota.6012","SOUTH DAKOTA",46,"YANKTON",135,"CHICKENS","CHICKENS, LAYERS - INVENTORY","","1,844"
"South_Dakota.6013","SOUTH DAKOTA",46,"YANKTON",135,"CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH SALES","","3"
"South_Dakota.6014","SOUTH DAKOTA",46,"YANKTON",135,"CHICKENS","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","","(D)"
"South_Dakota.6015","SOUTH DAKOTA",46,"YANKTON",135,"CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","","303"
"South_Dakota.6016","SOUTH DAKOTA",46,"YANKTON",135,"CORN","CORN, GRAIN - ACRES HARVESTED","","104,389"
"South_Dakota.6017","SOUTH DAKOTA",46,"YANKTON",135,"CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","","17,991,587"
"South_Dakota.6018","SOUTH DAKOTA",46,"YANKTON",135,"CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","","70"
"South_Dakota.6019","SOUTH DAKOTA",46,"YANKTON",135,"CORN","CORN, SILAGE - ACRES HARVESTED","","4,791"
"South_Dakota.6020","SOUTH DAKOTA",46,"YANKTON",135,"CORN","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","","62,731"
"South_Dakota.6021","SOUTH DAKOTA",46,"YANKTON",135,"WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","","16"
"South_Dakota.6022","SOUTH DAKOTA",46,"YANKTON",135,"WHEAT","WHEAT - ACRES HARVESTED","","1,125"
"South_Dakota.6023","SOUTH DAKOTA",46,"YANKTON",135,"WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","","67,264"
"South_Dakota.6024","SOUTH DAKOTA",46,"YANKTON",135,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - OPERATIONS WITH AREA HARVESTED","","2"
"South_Dakota.6025","SOUTH DAKOTA",46,"YANKTON",135,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","","(D)"
"South_Dakota.6026","SOUTH DAKOTA",46,"YANKTON",135,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","","(D)"
"South_Dakota.6027","SOUTH DAKOTA",46,"YANKTON",135,"WHEAT","WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED","","14"
"South_Dakota.6028","SOUTH DAKOTA",46,"YANKTON",135,"WHEAT","WHEAT, WINTER - ACRES HARVESTED","","(D)"
"South_Dakota.6029","SOUTH DAKOTA",46,"YANKTON",135,"WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","","(D)"
"South_Dakota.6030","SOUTH DAKOTA",46,"YANKTON",135,"OATS","OATS - OPERATIONS WITH AREA HARVESTED","","5"
"South_Dakota.6031","SOUTH DAKOTA",46,"YANKTON",135,"OATS","OATS - ACRES HARVESTED","","142"
"South_Dakota.6032","SOUTH DAKOTA",46,"YANKTON",135,"OATS","OATS - PRODUCTION, MEASURED IN BU","","9,900"
"South_Dakota.6033","SOUTH DAKOTA",46,"YANKTON",135,"SORGHUM","SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED","","1"
"South_Dakota.6034","SOUTH DAKOTA",46,"YANKTON",135,"SORGHUM","SORGHUM, GRAIN - ACRES HARVESTED","","(D)"
"South_Dakota.6035","SOUTH DAKOTA",46,"YANKTON",135,"SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU","","(D)"
"South_Dakota.6036","SOUTH DAKOTA",46,"YANKTON",135,"SORGHUM","SORGHUM, SILAGE - OPERATIONS WITH AREA HARVESTED","","3"
"South_Dakota.6037","SOUTH DAKOTA",46,"YANKTON",135,"SORGHUM","SORGHUM, SILAGE - ACRES HARVESTED","","34"
"South_Dakota.6038","SOUTH DAKOTA",46,"YANKTON",135,"SORGHUM","SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS","","252"
"South_Dakota.6039","SOUTH DAKOTA",46,"YANKTON",135,"SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","","309"
"South_Dakota.6040","SOUTH DAKOTA",46,"YANKTON",135,"SOYBEANS","SOYBEANS - ACRES HARVESTED","","98,393"
"South_Dakota.6041","SOUTH DAKOTA",46,"YANKTON",135,"SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","","5,152,242"
"South_Dakota.6042","SOUTH DAKOTA",46,"YANKTON",135,"HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","","303"
"South_Dakota.6043","SOUTH DAKOTA",46,"YANKTON",135,"HAY & HAYLAGE","HAY & HAYLAGE - ACRES HARVESTED","","23,665"
"South_Dakota.6044","SOUTH DAKOTA",46,"YANKTON",135,"HAY & HAYLAGE","HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS","","76,450"
"South_Dakota.6045","SOUTH DAKOTA",46,"YANKTON",135,"SUNFLOWER","SUNFLOWER - OPERATIONS WITH AREA HARVESTED","","1"
"South_Dakota.6046","SOUTH DAKOTA",46,"YANKTON",135,"SUNFLOWER","SUNFLOWER - ACRES HARVESTED","","(D)"
"South_Dakota.6047","SOUTH DAKOTA",46,"YANKTON",135,"SUNFLOWER","SUNFLOWER - PRODUCTION, MEASURED IN LB","","(D)"
"South_Dakota.6048","SOUTH DAKOTA",46,"YANKTON",135,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","","5"
"South_Dakota.6049","SOUTH DAKOTA",46,"YANKTON",135,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED","","3"
"South_Dakota.6050","SOUTH DAKOTA",46,"YANKTON",135,"ORCHARDS","ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING","","6"
"South_Dakota.6051","SOUTH DAKOTA",46,"YANKTON",135,"ORCHARDS","ORCHARDS - ACRES BEARING & NON-BEARING","","35"
"South_Dakota.6052","SOUTH DAKOTA",46,"YANKTON",135,"AG LAND","AG LAND, INCL BUILDINGS - OPERATIONS WITH ASSET VALUE","","610"
"South_Dakota.6053","SOUTH DAKOTA",46,"ZIEBACH",137,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","","213"
"South_Dakota.6054","SOUTH DAKOTA",46,"ZIEBACH",137,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1.0 TO 9.9 ACRES)","2"
"South_Dakota.6055","SOUTH DAKOTA",46,"ZIEBACH",137,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (10.0 TO 49.9 ACRES)","1"
"South_Dakota.6056","SOUTH DAKOTA",46,"ZIEBACH",137,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (50 TO 179 ACRES)","16"
"South_Dakota.6057","SOUTH DAKOTA",46,"ZIEBACH",137,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (180 TO 499 ACRES)","9"
"South_Dakota.6058","SOUTH DAKOTA",46,"ZIEBACH",137,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (500 TO 999 ACRES)","26"
"South_Dakota.6059","SOUTH DAKOTA",46,"ZIEBACH",137,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1,000 OR MORE ACRES)","159"
"South_Dakota.6060","SOUTH DAKOTA",46,"ZIEBACH",137,"FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","","1,099,454"
"South_Dakota.6061","SOUTH DAKOTA",46,"ZIEBACH",137,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION","","5,162"
"South_Dakota.6062","SOUTH DAKOTA",46,"ZIEBACH",137,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION, MEDIAN","","3,600"
"South_Dakota.6063","SOUTH DAKOTA",46,"ZIEBACH",137,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / OPERATION","","4,412,411"
"South_Dakota.6064","SOUTH DAKOTA",46,"ZIEBACH",137,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","","855"
"South_Dakota.6065","SOUTH DAKOTA",46,"ZIEBACH",137,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","","75,000,000"
"South_Dakota.6066","SOUTH DAKOTA",46,"ZIEBACH",137,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","","352,110"
"South_Dakota.6067","SOUTH DAKOTA",46,"ZIEBACH",137,"AG LAND","AG LAND, CROPLAND - NUMBER OF OPERATIONS","","156"
"South_Dakota.6068","SOUTH DAKOTA",46,"ZIEBACH",137,"AG LAND","AG LAND, CROPLAND - ACRES","","256,789"
"South_Dakota.6069","SOUTH DAKOTA",46,"ZIEBACH",137,"AG LAND","AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS","","125"
"South_Dakota.6070","SOUTH DAKOTA",46,"ZIEBACH",137,"AG LAND","AG LAND, CROPLAND, HARVESTED - ACRES","","165,565"
"South_Dakota.6071","SOUTH DAKOTA",46,"ZIEBACH",137,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $","","59,911,000"
"South_Dakota.6072","SOUTH DAKOTA",46,"ZIEBACH",137,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION","","281,271"
"South_Dakota.6073","SOUTH DAKOTA",46,"ZIEBACH",137,"CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","","21,236,000"
"South_Dakota.6074","SOUTH DAKOTA",46,"ZIEBACH",137,"ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","","38,675,000"
"South_Dakota.6075","SOUTH DAKOTA",46,"ZIEBACH",137,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","",""
"South_Dakota.6076","SOUTH DAKOTA",46,"ZIEBACH",137,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (LESS THAN 2,500 $)","23"
"South_Dakota.6077","SOUTH DAKOTA",46,"ZIEBACH",137,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (2,500 TO 4,999 $)","1"
"South_Dakota.6078","SOUTH DAKOTA",46,"ZIEBACH",137,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (5,000 TO 9,999 $)","2"
"South_Dakota.6079","SOUTH DAKOTA",46,"ZIEBACH",137,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (10,000 TO 24,999 $)","8"
"South_Dakota.6080","SOUTH DAKOTA",46,"ZIEBACH",137,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (25,000 TO 49,999 $)","17"
"South_Dakota.6081","SOUTH DAKOTA",46,"ZIEBACH",137,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (50,000 TO 99,999 $)","22"
"South_Dakota.6082","SOUTH DAKOTA",46,"ZIEBACH",137,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (100,000 OR MORE $)","140"
"South_Dakota.6083","SOUTH DAKOTA",46,"ZIEBACH",137,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - OPERATIONS WITH RECEIPTS","","187"
"South_Dakota.6084","SOUTH DAKOTA",46,"ZIEBACH",137,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - RECEIPTS, MEASURED IN $","","6,373,000"
"South_Dakota.6085","SOUTH DAKOTA",46,"ZIEBACH",137,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - OPERATIONS WITH RECEIPTS","","127"
"South_Dakota.6086","SOUTH DAKOTA",46,"ZIEBACH",137,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $","","7,283,000"
"South_Dakota.6087","SOUTH DAKOTA",46,"ZIEBACH",137,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","","58,283,000"
"South_Dakota.6088","SOUTH DAKOTA",46,"ZIEBACH",137,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION","","273,627"
"South_Dakota.6089","SOUTH DAKOTA",46,"ZIEBACH",137,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME","","213"
"South_Dakota.6090","SOUTH DAKOTA",46,"ZIEBACH",137,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","","15,285,000"
"South_Dakota.6091","SOUTH DAKOTA",46,"ZIEBACH",137,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","","71,759"
"South_Dakota.6092","SOUTH DAKOTA",46,"ZIEBACH",137,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","","164"
"South_Dakota.6093","SOUTH DAKOTA",46,"ZIEBACH",137,"CATTLE","CATTLE, INCL CALVES - INVENTORY","","50,843"
"South_Dakota.6094","SOUTH DAKOTA",46,"ZIEBACH",137,"CATTLE","CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY","","158"
"South_Dakota.6095","SOUTH DAKOTA",46,"ZIEBACH",137,"CATTLE","CATTLE, COWS, BEEF - INVENTORY","","36,929"
"South_Dakota.6096","SOUTH DAKOTA",46,"ZIEBACH",137,"CATTLE","CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY","","5"
"South_Dakota.6097","SOUTH DAKOTA",46,"ZIEBACH",137,"CATTLE","CATTLE, COWS, MILK - INVENTORY","","10"
"South_Dakota.6098","SOUTH DAKOTA",46,"ZIEBACH",137,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH SALES","","162"
"South_Dakota.6099","SOUTH DAKOTA",46,"ZIEBACH",137,"CATTLE","CATTLE, INCL CALVES - SALES, MEASURED IN HEAD","","36,500"
"South_Dakota.6100","SOUTH DAKOTA",46,"ZIEBACH",137,"SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","","17"
"South_Dakota.6101","SOUTH DAKOTA",46,"ZIEBACH",137,"SHEEP","SHEEP, INCL LAMBS - INVENTORY","","2,592"
"South_Dakota.6102","SOUTH DAKOTA",46,"ZIEBACH",137,"CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","","10"
"South_Dakota.6103","SOUTH DAKOTA",46,"ZIEBACH",137,"CHICKENS","CHICKENS, LAYERS - INVENTORY","","138"
"South_Dakota.6104","SOUTH DAKOTA",46,"ZIEBACH",137,"CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","","29"
"South_Dakota.6105","SOUTH DAKOTA",46,"ZIEBACH",137,"CORN","CORN, GRAIN - ACRES HARVESTED","","18,753"
"South_Dakota.6106","SOUTH DAKOTA",46,"ZIEBACH",137,"CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","","1,320,202"
"South_Dakota.6107","SOUTH DAKOTA",46,"ZIEBACH",137,"CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","","10"
"South_Dakota.6108","SOUTH DAKOTA",46,"ZIEBACH",137,"CORN","CORN, SILAGE - ACRES HARVESTED","","1,673"
"South_Dakota.6109","SOUTH DAKOTA",46,"ZIEBACH",137,"CORN","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","","9,737"
"South_Dakota.6110","SOUTH DAKOTA",46,"ZIEBACH",137,"WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","","33"
"South_Dakota.6111","SOUTH DAKOTA",46,"ZIEBACH",137,"WHEAT","WHEAT - ACRES HARVESTED","","44,042"
"South_Dakota.6112","SOUTH DAKOTA",46,"ZIEBACH",137,"WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","","1,167,158"
"South_Dakota.6113","SOUTH DAKOTA",46,"ZIEBACH",137,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - OPERATIONS WITH AREA HARVESTED","","24"
"South_Dakota.6114","SOUTH DAKOTA",46,"ZIEBACH",137,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","","18,956"
"South_Dakota.6115","SOUTH DAKOTA",46,"ZIEBACH",137,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","","450,895"
"South_Dakota.6116","SOUTH DAKOTA",46,"ZIEBACH",137,"WHEAT","WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED","","22"
"South_Dakota.6117","SOUTH DAKOTA",46,"ZIEBACH",137,"WHEAT","WHEAT, WINTER - ACRES HARVESTED","","25,086"
"South_Dakota.6118","SOUTH DAKOTA",46,"ZIEBACH",137,"WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","","716,263"
"South_Dakota.6119","SOUTH DAKOTA",46,"ZIEBACH",137,"OATS","OATS - OPERATIONS WITH AREA HARVESTED","","6"
"South_Dakota.6120","SOUTH DAKOTA",46,"ZIEBACH",137,"OATS","OATS - ACRES HARVESTED","","689"
"South_Dakota.6121","SOUTH DAKOTA",46,"ZIEBACH",137,"OATS","OATS - PRODUCTION, MEASURED IN BU","","16,625"
"South_Dakota.6122","SOUTH DAKOTA",46,"ZIEBACH",137,"SORGHUM","SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED","","2"
"South_Dakota.6123","SOUTH DAKOTA",46,"ZIEBACH",137,"SORGHUM","SORGHUM, GRAIN - ACRES HARVESTED","","(D)"
"South_Dakota.6124","SOUTH DAKOTA",46,"ZIEBACH",137,"SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU","","(D)"
"South_Dakota.6125","SOUTH DAKOTA",46,"ZIEBACH",137,"SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","","19"
"South_Dakota.6126","SOUTH DAKOTA",46,"ZIEBACH",137,"SOYBEANS","SOYBEANS - ACRES HARVESTED","","17,850"
"South_Dakota.6127","SOUTH DAKOTA",46,"ZIEBACH",137,"SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","","323,371"
"South_Dakota.6128","SOUTH DAKOTA",46,"ZIEBACH",137,"HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","","112"
"South_Dakota.6129","SOUTH DAKOTA",46,"ZIEBACH",137,"HAY & HAYLAGE","HAY & HAYLAGE - ACRES HARVESTED","","54,705"
"South_Dakota.6130","SOUTH DAKOTA",46,"ZIEBACH",137,"HAY & HAYLAGE","HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS","","57,577"
"South_Dakota.6131","SOUTH DAKOTA",46,"ZIEBACH",137,"SUNFLOWER","SUNFLOWER - OPERATIONS WITH AREA HARVESTED","","25"
"South_Dakota.6132","SOUTH DAKOTA",46,"ZIEBACH",137,"SUNFLOWER","SUNFLOWER - ACRES HARVESTED","","25,451"
"South_Dakota.6133","SOUTH DAKOTA",46,"ZIEBACH",137,"SUNFLOWER","SUNFLOWER - PRODUCTION, MEASURED IN LB","","46,936,618"
"South_Dakota.6134","SOUTH DAKOTA",46,"ZIEBACH",137,"AG LAND","AG LAND, INCL BUILDINGS - OPERATIONS WITH ASSET VALUE","","213"
"Utah.1","UTAH",49,"BEAVER",1,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","","272"
"Utah.2","UTAH",49,"BEAVER",1,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1.0 TO 9.9 ACRES)","48"
"Utah.3","UTAH",49,"BEAVER",1,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (10.0 TO 49.9 ACRES)","65"
"Utah.4","UTAH",49,"BEAVER",1,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (50 TO 179 ACRES)","62"
"Utah.5","UTAH",49,"BEAVER",1,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (180 TO 499 ACRES)","61"
"Utah.6","UTAH",49,"BEAVER",1,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (500 TO 999 ACRES)","10"
"Utah.7","UTAH",49,"BEAVER",1,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1,000 OR MORE ACRES)","26"
"Utah.8","UTAH",49,"BEAVER",1,"FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","","157,030"
"Utah.9","UTAH",49,"BEAVER",1,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION","","577"
"Utah.10","UTAH",49,"BEAVER",1,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION, MEDIAN","","80"
"Utah.11","UTAH",49,"BEAVER",1,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / OPERATION","","1,284,918"
"Utah.12","UTAH",49,"BEAVER",1,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","","2,226"
"Utah.13","UTAH",49,"BEAVER",1,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","","59,113,000"
"Utah.14","UTAH",49,"BEAVER",1,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","","217,327"
"Utah.15","UTAH",49,"BEAVER",1,"AG LAND","AG LAND, CROPLAND - NUMBER OF OPERATIONS","","192"
"Utah.16","UTAH",49,"BEAVER",1,"AG LAND","AG LAND, CROPLAND - ACRES","","44,416"
"Utah.17","UTAH",49,"BEAVER",1,"AG LAND","AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS","","174"
"Utah.18","UTAH",49,"BEAVER",1,"AG LAND","AG LAND, CROPLAND, HARVESTED - ACRES","","37,496"
"Utah.19","UTAH",49,"BEAVER",1,"AG LAND","AG LAND, IRRIGATED - NUMBER OF OPERATIONS","","207"
"Utah.20","UTAH",49,"BEAVER",1,"AG LAND","AG LAND, IRRIGATED - ACRES","","40,240"
"Utah.21","UTAH",49,"BEAVER",1,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $","","258,008,000"
"Utah.22","UTAH",49,"BEAVER",1,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION","","948,558"
"Utah.23","UTAH",49,"BEAVER",1,"CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","","20,061,000"
"Utah.24","UTAH",49,"BEAVER",1,"ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","","237,947,000"
"Utah.25","UTAH",49,"BEAVER",1,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","",""
"Utah.26","UTAH",49,"BEAVER",1,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (LESS THAN 2,500 $)","75"
"Utah.27","UTAH",49,"BEAVER",1,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (2,500 TO 4,999 $)","16"
"Utah.28","UTAH",49,"BEAVER",1,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (5,000 TO 9,999 $)","17"
"Utah.29","UTAH",49,"BEAVER",1,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (10,000 TO 24,999 $)","31"
"Utah.30","UTAH",49,"BEAVER",1,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (25,000 TO 49,999 $)","16"
"Utah.31","UTAH",49,"BEAVER",1,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (50,000 TO 99,999 $)","25"
"Utah.32","UTAH",49,"BEAVER",1,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (100,000 OR MORE $)","92"
"Utah.33","UTAH",49,"BEAVER",1,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - OPERATIONS WITH RECEIPTS","","71"
"Utah.34","UTAH",49,"BEAVER",1,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - RECEIPTS, MEASURED IN $","","699,000"
"Utah.35","UTAH",49,"BEAVER",1,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - OPERATIONS WITH RECEIPTS","","73"
"Utah.36","UTAH",49,"BEAVER",1,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $","","723,000"
"Utah.37","UTAH",49,"BEAVER",1,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","","217,173,000"
"Utah.38","UTAH",49,"BEAVER",1,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION","","798,431"
"Utah.39","UTAH",49,"BEAVER",1,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME","","272"
"Utah.40","UTAH",49,"BEAVER",1,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","","42,256,000"
"Utah.41","UTAH",49,"BEAVER",1,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","","155,354"
"Utah.42","UTAH",49,"BEAVER",1,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","","138"
"Utah.43","UTAH",49,"BEAVER",1,"CATTLE","CATTLE, INCL CALVES - INVENTORY","","27,146"
"Utah.44","UTAH",49,"BEAVER",1,"CATTLE","CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY","","127"
"Utah.45","UTAH",49,"BEAVER",1,"CATTLE","CATTLE, COWS, BEEF - INVENTORY","","13,035"
"Utah.46","UTAH",49,"BEAVER",1,"CATTLE","CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY","","11"
"Utah.47","UTAH",49,"BEAVER",1,"CATTLE","CATTLE, COWS, MILK - INVENTORY","","1,700"
