state,county,ag_land_cropland_acres,ag_land_cropland_number_of_operations,ag_land_cropland_harvested_acres,ag_land_cropland_harvested_number_of_operations,ag_land_incl_buildings_asset_value_measured_in_$_acre,ag_land_incl_buildings_asset_value_measured_in_$_operation,ag_land_incl_buildings_operations_with_asset_value,ag_land_irrigated_acres,ag_land_irrigated_number_of_operations,animal_totals_incl_products_sales_measured_in_$,barley_acres_harvested,barley_operations_with_area_harvested,barley_production_measured_in_bu,beans_dry_edible_(excl_chickpeas_&_lima)_acres_harvested,beans_dry_edible_(excl_chickpeas_&_lima)_operations_with_area_harvested,beans_dry_edible_(excl_chickpeas_&_lima)_production_measured_in_cwt,cattle_cows_beef_inventory,cattle_cows_beef_operations_with_inventory,cattle_cows_milk_inventory,cattle_cows_milk_operations_with_inventory,cattle_incl_calves_inventory,cattle_incl_calves_operations_with_inventory,cattle_incl_calves_operations_with_sales,cattle_incl_calves_sales_measured_in_head,chickens_broilers_operations_with_sales,chickens_broilers_sales_measured_in_head,chickens_layers_inventory,chickens_layers_operations_with_inventory,commodity_totals_operations_with_sales,commodity_totals_sales_measured_in_$,commodity_totals_sales_measured_in_$_operation,corn_grain_acres_harvested,corn_grain_operations_with_area_harvested,corn_grain_production_measured_in_bu,corn_silage_acres_harvested,corn_silage_operations_with_area_harvested,corn_silage_production_measured_in_tons,crop_totals_sales_measured_in_$,expense_totals_operating_expense_measured_in_$,expense_totals_operating_expense_measured_in_$_operation,farm_operations_acres_operated,farm_operations_area_operated_measured_in_acres_operation,farm_operations_area_operated_measured_in_acres_operation_median,farm_operations_number_of_operations,govt_programs_federal_operations_with_receipts,govt_programs_federal_receipts_measured_in_$,hay_&_haylage_acres_harvested,hay_&_haylage_operations_with_area_harvested,hay_&_haylage_production_measured_in_tons_dry_basis,hogs_inventory,hogs_operations_with_inventory,hogs_operations_with_sales,hogs_sales_measured_in_head,income_farm_related_operations_with_receipts,income_farm_related_receipts_measured_in_$,income_net_cash_farm_of_operations_net_income_measured_in_$,income_net_cash_farm_of_operations_net_income_measured_in_$_operation,income_net_cash_farm_of_operations_operations_with_net_income,machinery_totals_asset_value_measured_in_$,machinery_totals_asset_value_measured_in_$_operation,oats_acres_harvested,oats_operations_with_area_harvested,oats_production_measured_in_bu,orchards_acres_bearing_&_non_bearing,orchards_operations_with_area_bearing_&_non_bearing,potatoes_acres_harvested,potatoes_operations_with_area_harvested,sheep_incl_lambs_inventory,sheep_incl_lambs_operations_with_inventory,sorghum_grain_acres_harvested,sorghum_grain_operations_with_area_harvested,sorghum_grain_production_measured_in_bu,sorghum_silage_acres_harvested,sorghum_silage_operations_with_area_harvested,sorghum_silage_production_measured_in_tons,soybeans_acres_harvested,soybeans_operations_with_area_harvested,soybeans_production_measured_in_bu,sugarbeets_acres_harvested,sugarbeets_operations_with_area_harvested,sugarbeets_production_measured_in_tons,sunflower_acres_harvested,sunflower_operations_with_area_harvested,sunflower_production_measured_in_lb,sweet_potatoes_acres_harvested,sweet_potatoes_operations_with_area_harvested,vegetable_totals_in_the_open_acres_harvested,vegetable_totals_in_the_open_operations_with_area_harvested,wheat_acres_harvested,wheat_operations_with_area_harvested,wheat_production_measured_in_bu,wheat_spring_(excl_durum)_acres_harvested,wheat_spring_(excl_durum)_operations_with_area_harvested,wheat_spring_(excl_durum)_production_measured_in_bu,wheat_spring_durum_acres_harvested,wheat_spring_durum_operations_with_area_harvested,wheat_spring_durum_production_measured_in_bu,wheat_winter_acres_harvested,wheat_winter_operations_with_area_harvested,wheat_winter_production_measured_in_bu
utah,san juan,"130,173",366,"44,614",157,367,"738,348",823,"7,571",128,"8,177,000",0,0,0,0,2,0,"9,381",257,7,3,"14,591",307,148,"8,629",0,0,668,71,593,"16,776,000","20,383",0,1,0,0,0,0,"8,598,000","16,636,000","20,214","1,657,212","2,014",40,823,119,"1,636,000","6,939",66,"23,862",72,12,12,251,79,"767,000","2,543,000","3,090",823,"39,838,000","48,406",0,2,0,39,8,0,1,"8,269",413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,33,"34,692",37,"771,856",928,4,"48,320",0,0,0,"33,764",35,"723,536"
utah,sanpete,"71,661",712,"57,963",644,"2,820","848,242","1,003","76,489",768,"151,051,000",998,20,"102,869",0,0,0,"16,998",407,"7,476",23,"56,496",474,387,"33,288",2,0,"2,097",107,372,"171,757,000","171,243",0,3,0,"2,596",25,"52,549","20,706,000","114,623,000","114,280","301,691",301,40,"1,003",146,"854,000","51,212",619,"205,151",315,33,40,760,365,"4,675,000","62,663,000","62,476","1,003","109,870,000","109,542",401,12,"35,962",10,18,0,2,"68,645",155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,17,885,21,"60,589",212,8,"13,269",0,0,0,673,14,"47,320"
utah,sevier,"50,453",496,"40,129",434,"4,282","675,452",691,"49,440",569,"67,017,000",114,3,"8,240",0,0,0,"13,210",213,"4,605",14,"47,169",276,216,"50,198",9,596,"3,438",108,316,"88,546,000","128,141","2,249",27,"380,057","5,247",57,"117,749","21,528,000","70,688,000","102,298","108,992",158,20,691,70,"432,000","31,379",400,"147,820",407,33,30,934,202,"2,220,000","20,510,000","29,681",691,"81,845,000","118,445",0,0,0,12,15,0,3,"3,826",68,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,61,17,0,1,0,0,1,0,0,0,0,0,1,0
utah,summit,"26,278",378,"18,616",346,"3,265","1,541,565",626,"21,298",452,"21,441,000",0,0,0,0,0,0,"9,279",211,852,8,"18,707",276,247,"12,846",8,206,953,67,244,"25,540,000","40,798",0,0,0,0,1,0,"4,099,000","24,006,000","38,349","295,588",472,20,626,31,"833,000","18,490",340,"51,562",97,19,18,221,238,"3,749,000","6,115,000","9,769",626,"44,688,000","71,386",0,2,0,0,0,0,2,"12,603",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,1,0,0,1,0,0,0,0,0,0,0
utah,tooele,"21,726",276,"16,663",214,"1,375","888,625",540,"21,894",277,"34,256,000",0,2,0,0,0,0,"13,060",212,15,9,"20,402",262,193,"11,668",3,0,0,116,274,"40,753,000","75,468",0,0,0,0,2,0,"6,497,000","40,431,000","74,872","348,934",646,20,540,14,"406,000","14,523",187,"46,991",259,36,42,668,106,"3,625,000","4,353,000","8,061",540,"48,545,000","89,898",0,0,0,0,10,0,1,"9,658",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,776,3,0,0,2,0,0,0,0,0,1,0
utah,uintah,"70,742",722,"47,696",640,630,"1,032,638","1,114","65,306",876,"25,935,000",698,18,"36,436",0,0,0,"22,969",464,692,23,"35,632",562,414,"25,065",9,"2,216","4,390",192,425,"42,268,000","37,943","2,854",15,"428,620",987,26,"20,271","16,333,000","40,636,000","36,477","1,824,700","1,638",35,"1,114",71,"1,402,000","42,515",592,"150,715",723,66,43,667,228,"1,419,000","4,454,000","3,998","1,114","98,322,000","88,260",50,8,"4,600",28,30,7,17,"5,929",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,48,380,6,"25,783",0,4,0,0,0,0,0,2,0
utah,utah,"118,125","1,871","73,397","1,687","8,734","1,024,882","2,589","72,669","2,026","122,787,000","1,706",81,"116,226",0,0,0,"17,050",734,"15,337",74,"54,299",983,720,"30,191",12,214,0,393,"1,316","202,580,000","78,246","2,738",50,"492,105","8,163",41,"207,998","79,793,000","183,151,000","70,742","303,795",117,9,"2,589",148,"1,679,000","39,125","1,482","146,505","1,060",86,103,"1,973",625,"7,796,000","28,904,000","11,164","2,589","192,340,000","74,291",288,12,"28,512","6,655",157,16,14,"9,484",190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,305,84,"13,093",56,"500,481",0,2,0,0,0,0,0,56,0
utah,wasatch,"8,845",341,"7,836",325,"5,557","1,135,964",475,"11,252",411,"6,910,000",0,0,0,0,0,0,"4,987",133,662,7,"7,325",150,127,"4,393",0,0,"1,357",100,258,"8,802,000","18,530",0,2,0,0,2,0,"1,892,000","11,275,000","23,737","97,098",204,10,475,10,"102,000","7,698",309,"23,492",97,12,18,107,85,"330,000","-2,041,000","-4,298",475,"29,826,000","62,791",0,0,0,0,2,0,2,"13,390",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0
utah,washington,"22,347",294,"9,231",235,"3,737","1,078,856",537,"12,984",310,"9,995,000",0,1,0,0,0,0,"8,564",245,19,15,"12,670",281,226,"9,188",2,0,"3,058",119,264,"16,458,000","30,647",0,1,0,0,2,0,"6,463,000","22,100,000","41,154","155,047",289,23,537,17,"190,000","8,507",167,"35,346",292,30,27,165,141,"1,470,000","-3,982,000","-7,414",537,"32,933,000","61,328",0,2,0,252,78,0,4,766,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,114,32,0,1,0,0,0,0,0,0,0,0,1,0
utah,wayne,"14,587",171,"13,336",161,"4,539","928,420",209,"16,552",183,"10,862,000",57,4,"3,529",0,0,0,"9,821",125,731,4,"18,156",132,114,"8,015",0,0,390,26,60,"12,885,000","61,649",0,0,0,153,6,"3,035","2,022,000","10,471,000","50,102","42,751",205,46,209,46,"87,000","12,898",151,"46,027",60,3,3,0,70,"537,000","3,037,000","14,533",209,"18,701,000","89,480",0,2,0,144,11,0,4,"7,575",35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
utah,weber,"28,259",911,"22,238",818,"9,319","697,872","1,260","27,169",952,"24,709,000",591,9,"40,023",0,1,0,"5,731",344,"4,545",23,"19,294",453,343,"7,695",5,106,"2,894",159,646,"49,443,000","39,241",89,4,"18,140","2,788",46,"69,658","24,734,000","52,194,000","41,424","94,361",75,10,"1,260",39,"497,000","16,226",730,"52,743",71,19,23,167,261,"4,974,000","2,720,000","2,159","1,260","74,481,000","59,112",0,2,0,99,50,16,13,"4,818",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,518",56,862,27,"98,200",0,2,0,0,0,0,0,25,0
wyoming,albany,"106,924",194,"86,194",163,731,"2,280,442",451,"109,508",165,"44,480,000",0,0,0,0,2,0,0,177,0,2,"53,567",222,198,"44,598",7,80,"1,778",83,209,"50,819,000","112,681",0,3,0,0,2,0,"6,340,000","46,768,000","103,699","1,406,745","3,119",260,451,24,"441,000","76,614",139,"120,299",163,12,24,154,186,"2,652,000","7,145,000","15,842",451,"42,890,000","96,165",0,0,0,0,5,0,1,"4,770",28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,"8,290",8,"227,290",0,0,0,0,0,0,"8,290",8,"227,290"
wyoming,big horn,"117,850",399,"89,084",357,"1,589","874,055",586,"107,391",486,"30,347,000","18,476",64,"2,080,124","10,746",37,"268,191","23,896",229,15,8,"42,978",255,230,"26,436",6,260,"2,382",108,207,"74,921,000","127,852","4,506",25,"749,450","4,016",28,"90,832","44,574,000","71,112,000","121,352","322,241",550,80,586,95,"541,000","36,129",318,"118,326",389,23,22,543,280,"5,547,000","9,897,000","16,889",586,"94,231,000","161,355",798,14,"65,948",4,3,0,0,"18,783",81,0,0,0,0,0,0,0,0,0,"7,983",33,"216,019",0,0,0,0,0,0,2,495,6,"29,641",0,2,0,0,0,0,0,4,0
wyoming,campbell,"184,280",277,"70,947",240,566,"2,553,745",643,"5,110",30,"67,340,000",509,4,0,0,0,0,"50,609",335,41,20,"78,310",388,366,"65,944",4,60,"1,688",89,232,"69,897,000","108,705",0,0,0,0,0,0,"2,557,000","61,876,000","96,230","2,901,210","4,512",537,643,171,"3,119,000","66,838",236,"53,533",91,13,20,154,278,"5,896,000","17,036,000","26,495",643,"86,513,000","134,546",172,3,"3,767",0,1,0,2,"28,194",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"3,422",12,"98,092",922,3,"27,635",0,0,0,"2,500",10,"70,457"
wyoming,carbon,"143,863",172,"83,376",165,550,"4,486,393",345,"187,434",183,"67,079,000",0,0,0,0,0,0,"51,164",167,17,15,"95,767",191,191,"70,988",0,0,437,25,94,"73,241,000","212,292",0,1,0,0,0,0,"6,162,000","61,416,000","178,018","2,811,832","8,150",450,345,21,"423,000","83,293",161,"129,953",185,15,12,155,132,"2,586,000","14,833,000","42,995",345,"49,871,000","145,397",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wyoming,converse,"106,652",182,"57,238",176,529,"3,576,045",384,"65,241",172,"49,444,000",285,5,"12,024",0,1,0,"36,803",205,36,13,"66,320",224,211,"42,664",2,0,"1,040",41,135,"56,347,000","146,737",0,2,0,"1,150",8,"28,168","6,902,000","48,686,000","126,787","2,593,514","6,754",479,384,37,"657,000","54,283",176,"119,499",93,14,18,180,128,"1,599,000","9,916,000","25,824",384,"61,379,000","159,841",0,2,0,0,0,0,0,"58,164",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
wyoming,crook,"175,527",347,"81,793",260,979,"2,590,429",554,"9,367",39,"49,310,000",597,7,"21,162",0,0,0,"41,282",272,21,10,"67,640",308,290,"47,136",0,0,562,34,219,"52,936,000","95,552",0,0,0,0,0,0,"3,626,000","45,667,000","82,431","1,465,641","2,646",380,554,175,"2,959,000","77,415",254,"75,696",270,16,16,323,305,"4,642,000","14,869,000","26,840",554,"74,507,000","134,976",0,1,0,0,1,0,0,"12,214",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"3,619",18,"94,741","1,458",5,"14,469",0,0,0,"2,161",13,"80,272"
wyoming,fremont,"125,861",813,"107,753",741,"1,274","1,288,331","1,152","135,890",894,"48,984,000","5,075",35,"608,378","1,142",14,"27,013","55,924",473,43,18,"89,022",537,475,"52,309",9,"1,230","2,647",126,381,"82,427,000","71,551","1,067",16,"135,719","2,523",35,"54,669","33,443,000","74,392,000","64,576","1,165,154","1,011",100,"1,152",153,"2,073,000","93,176",714,"268,443",23,9,11,30,488,"12,831,000","22,939,000","19,912","1,152","140,312,000","122,650",434,10,"39,703",18,16,0,5,"16,589",92,0,0,0,0,0,0,0,0,0,"2,975",12,"92,765",0,0,0,0,0,21,14,0,1,0,0,1,0,0,0,0,0,0,0
wyoming,goshen,"234,304",563,"136,490",453,862,"1,286,023",842,"118,408",425,"153,352,000","1,190",12,"63,034","8,862",61,"202,692",0,357,0,10,"124,186",426,398,"117,603",0,0,"1,857",80,247,"201,878,000","239,760","29,885",150,"4,508,049","3,084",44,"64,334","48,526,000","173,924,000","206,561","1,256,099","1,492",284,842,341,"4,111,000","76,596",411,"262,450",237,19,21,264,503,"5,004,000","37,069,000","44,025",842,"130,190,000","156,103",561,12,"35,362",28,8,0,2,"1,328",58,0,0,0,0,2,0,0,0,0,0,8,0,"1,158",5,0,0,0,4,4,"13,640",50,"377,656",0,2,0,0,0,0,0,48,0
wyoming,hot springs,"22,740",141,"10,210",115,621,"1,469,992",223,"14,809",154,"14,227,000",0,3,0,0,0,0,0,103,0,1,"20,972",124,98,"11,766",0,0,614,47,91,"15,225,000","68,275",0,1,0,0,0,0,"999,000","15,698,000","70,395","528,123","2,368",79,223,29,"408,000","10,002",113,"22,224",15,5,1,0,75,"692,000","627,000","2,814",223,"20,114,000","90,195",0,2,0,0,1,0,0,"7,300",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0
wyoming,johnson,"40,970",152,"30,312",137,588,"3,020,697",384,"31,697",130,"41,049,000",0,0,0,0,0,0,"41,974",207,12,6,"63,035",247,240,"42,219",1,0,793,37,129,"44,146,000","114,964",0,0,0,0,1,0,"3,098,000","44,561,000","116,044","1,974,363","5,142",355,384,83,"1,088,000","29,970",135,"64,501",183,10,9,0,156,"8,437,000","9,110,000","23,725",384,"48,847,000","128,544",0,1,0,0,1,0,0,"36,628",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
wyoming,laramie,"382,266",438,"170,990",335,848,"1,383,473",999,"67,134",173,"151,535,000","1,128",4,0,"4,562",19,"106,523",0,326,0,11,"80,617",402,373,"70,621",3,132,"2,336",141,456,"184,577,000","184,762","17,181",39,"1,898,832","3,713",17,"87,167","33,042,000","164,980,000","165,145","1,629,655","1,631",160,999,293,"4,856,000","62,186",252,"112,027",0,38,36,0,411,"6,015,000","30,468,000","30,499",999,"123,767,000","123,891",528,4,"17,012",0,1,0,4,"30,110",58,0,1,0,0,1,0,0,0,0,0,1,0,"2,101",7,"1,526,000",0,0,0,7,"73,299",124,"2,177,182",0,2,0,0,0,0,0,122,0
wyoming,lincoln,"94,026",472,"80,829",436,"1,828","955,622",698,"81,307",443,"36,693,000","3,502",24,"265,317",0,0,0,"29,822",217,609,18,"43,358",251,251,"31,830",4,0,"1,403",89,312,"47,860,000","68,567",0,1,0,0,1,0,"11,166,000","40,945,000","58,661","364,892",523,40,698,36,"182,000","76,450",425,"153,848",322,19,26,425,177,"2,098,000","9,194,000","13,172",698,"57,535,000","82,429",685,6,"89,052",3,3,0,3,"20,090",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0
wyoming,natrona,"55,654",219,"32,424",178,454,"2,039,344",430,"44,293",221,"37,626,000",602,4,"51,403",0,2,0,"38,218",172,29,7,"55,824",202,165,"40,024",3,105,"1,630",89,191,"43,213,000","100,494","1,805",5,"224,758",0,1,0,"5,586,000","42,646,000","99,177","1,933,264","4,496",120,430,34,"318,000","28,014",172,"70,415",127,17,22,169,137,"2,529,000","3,414,000","7,939",430,"47,016,000","109,339",0,1,0,0,2,0,0,"17,915",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,675,3,"16,200",0,0,0,0,0,0,675,3,"16,200"
wyoming,niobrara,"54,646",106,"28,312",82,627,"3,308,558",242,"10,470",52,"45,645,000",0,0,0,0,0,0,"33,119",159,9,6,"59,317",178,177,"47,004",0,0,404,25,45,"49,683,000","205,303",0,2,0,0,2,0,"4,039,000","40,690,000","168,139","1,277,446","5,279","2,727",242,90,"1,861,000","24,153",81,"51,106",0,1,2,0,142,"2,721,000","13,575,000","56,097",242,"37,868,000","156,480",641,3,0,0,0,0,1,"3,895",15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2,796",11,"84,057",0,0,0,0,0,0,"2,796",11,"84,057"
wyoming,park,"140,520",750,"101,589",657,"1,494","1,378,458","1,008","127,546",824,"39,443,000","19,091",96,"2,201,227","9,930",65,"226,247",0,288,0,12,"41,925",335,309,"28,338",8,680,"3,537",146,442,"85,174,000","84,498","4,311",37,"695,841","2,612",20,"60,411","45,730,000","90,821,000","90,100","929,926",923,60,"1,008",101,"931,000","46,573",572,"134,745",293,40,38,669,395,"6,739,000","2,022,000","2,006","1,008","125,470,000","124,845","1,086",18,"106,340",23,13,2,6,"19,758",68,0,1,0,0,0,0,107,4,"1,130","10,240",44,"287,677",0,4,0,0,0,16,11,"1,566",7,"47,776","1,566",7,"47,776",0,0,0,0,0,0
wyoming,platte,"134,849",288,"60,160",224,878,"1,820,452",505,"58,948",215,"75,695,000","1,017",10,"75,019","2,231",22,"60,706",0,226,0,5,"64,118",270,253,"56,488",4,82,568,38,197,"94,232,000","186,599","6,606",36,"1,108,965","4,300",25,"98,502","18,537,000","77,516,000","153,497","1,046,754","2,073",320,505,137,"2,872,000","35,020",193,"92,087",0,8,9,0,197,"3,301,000","22,889,000","45,325",505,"69,014,000","136,932",281,5,"18,449",4,5,(z),3,818,20,0,0,0,0,0,0,0,0,0,"2,241",10,"71,884",0,0,0,0,0,6,6,"7,591",18,"208,009",0,2,0,0,0,0,0,16,0
wyoming,sheridan,"95,916",596,"71,992",535,"1,224","1,783,962",833,"54,571",473,"51,028,000",158,5,0,0,1,0,"36,716",355,22,14,"65,069",400,341,"46,517",7,32,"1,992",119,383,"59,674,000","71,638",0,0,0,0,2,0,"8,646,000","58,228,000","69,901","1,213,820","1,457",60,833,102,"1,417,000","69,861",517,"148,998",41,7,28,112,331,"3,241,000","6,105,000","7,328",833,"84,678,000","101,776",201,9,"10,403",4,5,0,2,"5,156",18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,7,227,6,"8,110",0,2,0,0,0,0,0,4,0
wyoming,sublette,"143,517",244,"101,119",225,"1,651","2,243,832",402,"158,698",287,"41,684,000",0,2,0,0,0,0,"29,179",138,22,15,"57,479",164,162,"40,955",1,0,653,34,177,"47,872,000","119,084",0,0,0,0,0,0,"6,188,000","37,620,000","93,582","546,353","1,359",101,402,11,"155,000","100,968",223,"129,777",0,0,8,38,158,"4,221,000","14,629,000","36,390",402,"51,383,000","128,778",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
wyoming,sweetwater,"35,586",144,"28,358",134,296,"1,851,640",219,"35,424",147,"11,894,000",827,12,"76,006",0,0,0,"14,434",117,10,3,"21,554",132,118,"13,242",0,0,400,30,70,"16,454,000","75,133",0,0,0,0,0,0,"4,560,000","14,055,000","64,179","1,370,042","6,256",160,219,13,"201,000","27,530",125,"64,055",113,12,5,50,79,"2,137,000","4,737,000","21,628",219,"24,051,000","110,326",0,0,0,0,0,0,0,"5,754",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wyoming,teton,"15,791",98,"12,795",92,"4,049","1,929,058",142,"25,529",98,"13,609,000","1,698",10,"161,739",0,0,0,0,39,0,1,"3,949",43,49,"15,103",1,0,167,11,48,"17,582,000","123,820",0,0,0,0,0,0,"3,973,000","23,958,000","168,719","67,649",476,118,142,6,"131,000","11,078",77,"23,952",0,1,4,26,59,"7,155,000","910,000","6,411",142,"14,544,000","103,147",0,0,0,0,1,0,2,163,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0
wyoming,uinta,"84,769",247,"47,960",236,"1,072","1,747,715",403,"76,188",280,"23,033,000",132,4,"6,412",0,1,0,"25,268",199,0,0,"38,737",221,179,"22,993",0,0,943,42,168,"26,662,000","66,158",0,0,0,0,0,0,"3,629,000","24,304,000","60,308","656,988","1,630",80,403,6,"130,000","47,824",232,"91,191",36,14,20,25,109,"1,668,000","4,155,000","10,310",403,"41,144,000","102,095",0,0,0,0,0,0,0,"32,118",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wyoming,washakie,"53,438",155,"33,320",134,"1,169","1,502,187",246,"38,477",182,"26,759,000","9,682",20,"1,122,514",0,2,0,"14,383",103,12,3,"30,496",112,111,"21,780",4,24,790,38,75,"43,019,000","174,873","1,065",13,"150,170","1,759",12,"45,244","16,260,000","39,687,000","161,330","316,161","1,285",85,246,62,"508,000","15,556",121,"46,744",266,22,18,341,119,"3,062,000","6,902,000","28,058",246,"51,552,000","211,277",0,0,0,0,1,0,1,"29,376",33,0,0,0,0,0,0,0,0,0,"4,908",15,"154,987",0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0
wyoming,weston,"37,507",133,"21,581",89,669,"3,321,035",247,"4,159",17,"33,657,000",0,1,0,0,0,0,"29,688",118,31,6,"44,627",130,125,"33,855",2,0,929,31,96,"34,273,000","138,759",0,0,0,0,0,0,"617,000","32,542,000","131,747","1,227,012","4,968",465,247,77,"836,000","21,234",84,"20,347",123,5,3,60,90,"1,370,000","3,938,000","15,943",247,"31,936,000","129,296",0,2,0,0,1,0,0,"2,685",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
